,image_name,target,batch,fold
142,tabby_cat_s_000825.png,3,1,9
143,spadefoot_s_000051.png,6,1,2
144,wagtail_s_002075.png,2,1,4
145,fallow_deer_s_001697.png,4,1,3
146,garbage_truck_s_000777.png,9,1,3
147,moving_van_s_000067.png,9,1,4
148,mongrel_s_000696.png,5,1,6
149,red_deer_s_000741.png,4,1,2
150,true_cat_s_001768.png,3,1,4
151,spadefoot_s_000377.png,6,1,8
152,lipizzan_s_001233.png,7,1,3
153,japanese_deer_s_000163.png,4,1,8
154,toad_s_002436.png,6,1,9
155,police_boat_s_001421.png,8,1,2
156,puppy_s_002062.png,5,1,2
157,lapdog_s_001869.png,5,1,1
158,elk_s_001196.png,4,1,7
159,domestic_cat_s_001235.png,3,1,5
160,car_s_000057.png,1,1,2
161,lightship_s_000064.png,8,1,4
162,fallow_deer_s_001997.png,4,1,6
163,quarter_horse_s_000022.png,7,1,2
164,bufo_calamita_s_000566.png,6,1,9
165,biplane_s_000624.png,0,1,7
166,fire_truck_s_001616.png,9,1,0
167,japanese_spaniel_s_000037.png,5,1,6
168,ambulance_s_001394.png,1,1,3
169,domestic_cat_s_001056.png,3,1,2
170,tugboat_s_001384.png,8,1,9
171,emu_s_000072.png,2,1,5
172,gelding_s_000206.png,7,1,2
173,puppy_s_000637.png,5,1,2
174,tabby_cat_s_002607.png,3,1,7
175,elk_s_001198.png,4,1,2
176,estate_car_s_001496.png,1,1,0
177,peke_s_001338.png,5,1,8
178,arabian_s_001018.png,7,1,1
179,fighter_aircraft_s_000538.png,0,1,1
180,fallow_deer_s_001164.png,4,1,7
181,lippizan_s_000390.png,7,1,9
182,toy_dog_s_000932.png,5,1,3
183,maltese_s_002151.png,5,1,6
184,car_s_000002.png,1,1,1
185,jumbo_jet_s_000697.png,0,1,1
186,dump_truck_s_000008.png,9,1,0
187,spadefoot_s_000084.png,6,1,4
188,motortruck_s_000014.png,9,1,5
189,jetliner_s_001502.png,0,1,4
190,tanker_s_000157.png,8,1,3
191,riding_horse_s_001870.png,7,1,2
192,cabin_cruiser_s_000096.png,8,1,9
193,dredger_s_001623.png,8,1,7
194,pipit_s_001102.png,2,1,6
195,mongrel_s_002430.png,5,1,0
196,skylark_s_000150.png,2,1,4
197,cat_s_001604.png,3,1,7
198,puppy_s_000211.png,5,1,4
199,airbus_s_001124.png,0,1,3
200,leopard_frog_s_001021.png,6,1,8
201,wagon_s_001824.png,1,1,9
202,garbage_truck_s_000147.png,9,1,4
203,tabby_s_001354.png,3,1,6
204,rana_temporaria_s_000295.png,6,1,0
205,lorry_s_000364.png,9,1,1
206,estate_car_s_000075.png,1,1,3
207,tabby_s_000970.png,3,1,2
208,fire_engine_s_000985.png,9,1,7
209,toad_s_000022.png,6,1,1
210,texas_toad_s_000215.png,6,1,4
211,broodmare_s_000707.png,7,1,6
212,car_s_000286.png,1,1,6
213,twinjet_s_000565.png,0,1,1
214,truck_s_001385.png,9,1,1
215,toy_dog_s_000752.png,5,1,9
216,police_boat_s_000092.png,8,1,4
217,toy_dog_s_001197.png,5,1,0
218,cassowary_s_002446.png,2,1,9
219,articulated_lorry_s_000050.png,9,1,2
220,monoplane_s_000781.png,0,1,9
221,lightship_s_000343.png,8,1,9
222,powerboat_s_001486.png,8,1,5
223,jumbo_jet_s_000071.png,0,1,5
224,bufo_debilis_s_000024.png,6,1,8
225,transporter_s_000272.png,9,1,3
226,estate_car_s_000743.png,1,1,3
227,motorcar_s_000697.png,1,1,3
228,rana_catesbeiana_s_001655.png,6,1,4
229,tabby_s_000675.png,3,1,5
230,remount_s_000285.png,7,1,2
231,rana_catesbeiana_s_001521.png,6,1,1
232,true_frog_s_000223.png,6,1,4
233,airliner_s_002304.png,0,1,2
234,natterjack_s_000987.png,6,1,0
235,leptodactylid_s_000082.png,6,1,0
236,coupe_s_001892.png,1,1,9
237,quarter_horse_s_000419.png,7,1,7
238,car_s_001323.png,1,1,8
239,maltese_dog_s_001043.png,5,1,8
240,boat_s_000543.png,8,1,7
241,tabby_cat_s_001537.png,3,1,7
242,rana_catesbeiana_s_001096.png,6,1,1
243,bufo_bufo_s_000326.png,6,1,4
244,pilot_boat_s_000646.png,8,1,8
245,toad_frog_s_001672.png,6,1,8
246,boat_s_000988.png,8,1,5
247,deer_s_001383.png,4,1,6
248,bufo_bufo_s_000261.png,6,1,3
249,leopard_frog_s_000763.png,6,1,8
250,coupe_s_002178.png,1,1,1
251,cat_s_000663.png,3,1,5
252,ship_s_000175.png,8,1,4
253,house_cat_s_001471.png,3,1,4
254,stag_s_001458.png,4,1,1
255,station_wagon_s_001337.png,1,1,4
256,quarter_horse_s_002201.png,7,1,0
257,coupe_s_000698.png,1,1,9
258,tomcat_s_002553.png,3,1,9
259,scow_s_001266.png,8,1,9
260,chihuahua_s_000385.png,5,1,3
261,convertible_s_001500.png,1,1,1
262,convertible_s_000408.png,1,1,1
263,odocoileus_hemionus_s_000512.png,4,1,1
264,jumbo_jet_s_000971.png,0,1,8
265,truck_s_000650.png,9,1,9
266,domestic_cat_s_001288.png,3,1,5
267,walking_horse_s_000194.png,7,1,8
268,elk_s_001657.png,4,1,7
269,tipper_truck_s_000287.png,9,1,4
270,dumper_s_000648.png,9,1,7
271,struthio_camelus_s_000225.png,2,1,8
272,woodland_caribou_s_000803.png,4,1,0
273,ladder_truck_s_000795.png,9,1,0
274,pantechnicon_s_000230.png,9,1,4
275,shooting_brake_s_000229.png,1,1,5
276,jetliner_s_001349.png,0,1,4
277,toy_dog_s_001280.png,5,1,1
278,dump_truck_s_002104.png,9,1,5
279,twinjet_s_001360.png,0,1,9
280,tugboat_s_000715.png,8,1,6
281,passerine_s_000360.png,2,1,9
282,automobile_s_002337.png,1,1,4
283,honey_eater_s_001422.png,2,1,7
284,attack_aircraft_s_001304.png,0,1,8
285,toy_dog_s_000114.png,5,1,5
286,anuran_s_000550.png,6,1,9
287,mouser_s_000382.png,3,1,7
288,sparrow_s_000037.png,2,1,6
289,stud_mare_s_001038.png,7,1,8
290,speedboat_s_002588.png,8,1,8
291,passenger_ship_s_002153.png,8,1,1
292,bufo_bufo_s_001876.png,6,1,6
293,biplane_s_000651.png,0,1,0
294,gelding_s_001785.png,7,1,8
295,trucking_rig_s_001598.png,9,1,2
296,deer_s_000309.png,4,1,3
297,pekingese_s_001946.png,5,1,9
298,frog_s_002802.png,6,1,3
299,cervus_unicolor_s_000290.png,4,1,8
300,honey_eater_s_000478.png,2,1,7
301,automobile_s_001152.png,1,1,5
302,coupe_s_000846.png,1,1,4
303,flying_bird_s_000252.png,2,1,1
304,automobile_s_002343.png,1,1,0
305,japanese_spaniel_s_001162.png,5,1,7
306,fire_truck_s_000043.png,9,1,4
307,semi_s_001207.png,9,1,1
308,fighter_aircraft_s_001840.png,0,1,6
309,ship_s_001976.png,8,1,9
310,caribou_s_001222.png,4,1,9
311,police_cruiser_s_001347.png,1,1,8
312,coupe_s_000042.png,1,1,9
313,bufo_bufo_s_000995.png,6,1,1
314,tabby_s_001148.png,3,1,8
315,true_cat_s_000476.png,3,1,6
316,garbage_truck_s_001442.png,9,1,7
317,fighter_aircraft_s_000385.png,0,1,8
318,quarter_horse_s_001602.png,7,1,9
319,camion_s_000116.png,9,1,9
320,tennessee_walker_s_000539.png,7,1,2
321,lipizzan_s_000452.png,7,1,5
322,trucking_rig_s_001594.png,9,1,5
323,shooting_brake_s_001611.png,1,1,9
324,puppy_s_002096.png,5,1,2
325,auto_s_000855.png,1,1,7
326,bufo_marinus_s_001364.png,6,1,7
327,natterjack_s_000036.png,6,1,3
328,pontoon_s_000643.png,8,1,9
329,stallion_s_001256.png,7,1,2
330,coupe_s_001863.png,1,1,0
331,house_cat_s_000079.png,3,1,8
332,jetliner_s_000981.png,0,1,3
333,felis_catus_s_000853.png,3,1,5
334,tabby_cat_s_000827.png,3,1,3
335,struthio_camelus_s_001250.png,2,1,9
336,fawn_s_001915.png,4,1,0
337,canis_familiaris_s_001298.png,5,1,4
338,lipizzan_s_002122.png,7,1,8
339,toy_spaniel_s_001133.png,5,1,5
340,dump_truck_s_000029.png,9,1,8
341,fighter_s_001042.png,0,1,6
342,domestic_cat_s_000493.png,3,1,7
343,cervus_elaphus_s_001764.png,4,1,4
344,airbus_s_000627.png,0,1,2
345,fawn_s_001452.png,4,1,7
346,fallow_deer_s_000959.png,4,1,3
347,spadefoot_s_000777.png,6,1,1
348,seaplane_s_001639.png,0,1,8
349,plane_s_001066.png,0,1,0
350,bufo_viridis_s_000348.png,6,1,5
351,crapaud_s_000051.png,6,1,2
352,seaplane_s_001447.png,0,1,8
353,boat_s_000404.png,8,1,7
354,convertible_s_001242.png,1,1,5
355,toad_s_000201.png,6,1,9
356,finch_s_000494.png,2,1,2
357,fire_engine_s_001437.png,9,1,3
358,pipit_s_000226.png,2,1,8
359,toy_dog_s_000960.png,5,1,4
360,delivery_truck_s_001121.png,9,1,3
361,bufo_marinus_s_001506.png,6,1,6
362,studhorse_s_000010.png,7,1,6
363,woodland_caribou_s_001003.png,4,1,6
364,station_wagon_s_000260.png,1,1,2
365,pilot_boat_s_000356.png,8,1,9
366,stud_mare_s_001497.png,7,1,9
367,tabby_cat_s_001966.png,3,1,7
368,american_toad_s_000006.png,6,1,9
369,tipper_s_000010.png,9,1,6
370,tomcat_s_002230.png,3,1,5
371,dive_bomber_s_001120.png,0,1,0
372,wapiti_s_000802.png,4,1,1
373,biplane_s_000862.png,0,1,2
374,blenheim_spaniel_s_000589.png,5,1,5
375,shooting_brake_s_001161.png,1,1,6
376,jetliner_s_000400.png,0,1,0
377,tabby_s_000923.png,3,1,5
378,alces_alces_s_000361.png,4,1,1
379,police_boat_s_000002.png,8,1,4
380,mutt_s_001696.png,5,1,2
381,cervus_elaphus_s_001695.png,4,1,2
382,quarter_horse_s_000752.png,7,1,7
383,accentor_s_000449.png,2,1,9
384,tabby_cat_s_000144.png,3,1,2
385,fire_engine_s_001513.png,9,1,7
386,tennessee_walking_horse_s_001187.png,7,1,0
387,bufo_s_001247.png,6,1,2
388,arabian_s_002147.png,7,1,1
389,compact_s_001258.png,1,1,8
390,elk_s_002339.png,4,1,1
391,stud_mare_s_001384.png,7,1,8
392,fighter_aircraft_s_000745.png,0,1,9
393,police_cruiser_s_001047.png,1,1,9
394,lipizzan_s_001764.png,7,1,4
395,cat_s_000331.png,3,1,8
396,taxi_s_000701.png,1,1,7
397,boat_s_000432.png,8,1,2
398,japanese_deer_s_000942.png,4,1,3
399,sambar_s_000076.png,4,1,1
400,ostrich_s_001559.png,2,1,1
401,dive_bomber_s_000185.png,0,1,9
402,lark_s_001532.png,2,1,9
403,flightless_bird_s_000480.png,2,1,1
404,stealth_fighter_s_001312.png,0,1,6
405,jumbojet_s_000789.png,0,1,0
406,delivery_truck_s_000510.png,9,1,3
407,biplane_s_001901.png,0,1,1
408,lorry_s_001185.png,9,1,2
409,crapaud_s_000511.png,6,1,7
410,boat_s_001280.png,8,1,5
411,bird_s_001357.png,2,1,7
412,stud_mare_s_001477.png,7,1,7
413,arabian_s_000751.png,7,1,8
414,rangifer_caribou_s_000586.png,4,1,7
415,monoplane_s_000036.png,0,1,4
416,house_cat_s_001321.png,3,1,1
417,stealth_fighter_s_000240.png,0,1,6
418,oil_tanker_s_000129.png,8,1,7
419,tipper_truck_s_000416.png,9,1,8
420,roe_deer_s_000358.png,4,1,9
421,rhea_americana_s_000475.png,2,1,8
422,lippizaner_s_000517.png,7,1,7
423,cassowary_s_000297.png,2,1,5
424,pekingese_s_001675.png,5,1,2
425,accentor_s_001058.png,2,1,8
426,lapdog_s_000227.png,5,1,4
427,auto_s_001153.png,1,1,0
428,fire_engine_s_000443.png,9,1,0
429,muntjac_s_000815.png,4,1,5
430,lightship_s_000090.png,8,1,2
431,dog_s_002441.png,5,1,5
432,auto_s_001951.png,1,1,6
433,arabian_s_000328.png,7,1,0
434,odocoileus_hemionus_s_000188.png,4,1,4
435,barking_deer_s_000019.png,4,1,6
436,dive_bomber_s_001486.png,0,1,1
437,bufo_viridis_s_000503.png,6,1,8
438,wrecker_s_002294.png,9,1,1
439,monoplane_s_000206.png,0,1,5
440,arabian_s_002282.png,7,1,2
441,speedboat_s_002160.png,8,1,7
442,cargo_vessel_s_002136.png,8,1,7
443,garbage_truck_s_000726.png,9,1,8
444,delivery_truck_s_001468.png,9,1,6
445,house_cat_s_002240.png,3,1,8
446,house_cat_s_000045.png,3,1,3
447,caribou_s_002007.png,4,1,5
448,propeller_plane_s_000451.png,0,1,8
449,fallow_deer_s_001082.png,4,1,8
450,dog_s_001897.png,5,1,5
451,bufo_bufo_s_001631.png,6,1,8
452,spadefoot_s_000191.png,6,1,2
453,multiengine_airplane_s_000186.png,0,1,8
454,auto_s_002359.png,1,1,1
455,stealth_bomber_s_001607.png,0,1,6
456,passenger_ship_s_000582.png,8,1,5
457,airliner_s_001297.png,0,1,1
458,fallow_deer_s_000973.png,4,1,4
459,speedboat_s_000178.png,8,1,8
460,boat_s_001444.png,8,1,4
461,estate_car_s_000712.png,1,1,6
462,english_toy_spaniel_s_000888.png,5,1,7
463,passerine_s_000699.png,2,1,4
464,rana_pipiens_s_000286.png,6,1,5
465,tanker_s_000025.png,8,1,6
466,car_s_001956.png,1,1,9
467,stealth_bomber_s_000424.png,0,1,7
468,airliner_s_001070.png,0,1,0
469,stud_mare_s_001348.png,7,1,6
470,quarter_horse_s_000282.png,7,1,6
471,maltese_s_001818.png,5,1,3
472,lorry_s_001786.png,9,1,2
473,true_frog_s_000064.png,6,1,5
474,cassowary_s_001372.png,2,1,3
475,houseboat_s_000626.png,8,1,5
476,domestic_cat_s_000035.png,3,1,6
477,deer_s_001596.png,4,1,6
478,cow_pony_s_000803.png,7,1,0
479,tabby_cat_s_001466.png,3,1,8
480,tipper_truck_s_001525.png,9,1,6
481,stealth_fighter_s_000533.png,0,1,2
482,station_wagon_s_000750.png,1,1,2
483,wagtail_s_001549.png,2,1,2
484,rangifer_caribou_s_000985.png,4,1,1
485,cargo_ship_s_000408.png,8,1,0
486,cab_s_000788.png,1,1,0
487,flatboat_s_000044.png,8,1,8
488,bufo_viridis_s_000457.png,6,1,7
489,fallow_deer_s_000040.png,4,1,6
490,barren_ground_caribou_s_000077.png,4,1,2
491,pekinese_s_000453.png,5,1,2
492,female_horse_s_000358.png,7,1,9
493,compact_car_s_000869.png,1,1,0
494,tabby_cat_s_002454.png,3,1,8
495,delivery_truck_s_000864.png,9,1,4
496,cargo_ship_s_000802.png,8,1,8
497,attack_aircraft_s_000037.png,0,1,5
498,convertible_s_000037.png,1,1,8
499,broodmare_s_001448.png,7,1,9
500,toy_spaniel_s_001286.png,5,1,4
501,packet_boat_s_001206.png,8,1,6
502,ostrich_s_001564.png,2,1,1
503,hospital_ship_s_001658.png,8,1,2
504,stealth_bomber_s_001035.png,0,1,4
505,stag_s_002583.png,4,1,0
506,police_cruiser_s_000629.png,1,1,7
507,merchant_ship_s_001242.png,8,1,8
508,dump_truck_s_001584.png,9,1,2
509,cargo_ship_s_001830.png,8,1,8
510,nandu_s_000721.png,2,1,8
511,garbage_truck_s_001119.png,9,1,0
512,lorry_s_002317.png,9,1,6
513,wagtail_s_001445.png,2,1,6
514,lipizzan_s_002049.png,7,1,3
515,maltese_s_000948.png,5,1,6
516,quarter_horse_s_000798.png,7,1,0
517,house_cat_s_001472.png,3,1,1
518,tank_ship_s_001155.png,8,1,9
519,hospital_ship_s_001838.png,8,1,3
520,mule_deer_s_000581.png,4,1,5
521,deer_s_001329.png,4,1,8
522,rhea_americana_s_000268.png,2,1,3
523,lippizan_s_000440.png,7,1,3
524,convertible_s_002117.png,1,1,8
525,bufo_marinus_s_001567.png,6,1,3
526,roe_deer_s_000690.png,4,1,2
527,twinjet_s_000481.png,0,1,8
528,american_elk_s_001743.png,4,1,2
529,bufo_viridis_s_000254.png,6,1,7
530,dumper_s_000179.png,9,1,0
531,lippizan_s_000323.png,7,1,0
532,leopard_frog_s_000058.png,6,1,4
533,prunella_modularis_s_000578.png,2,1,4
534,maltese_s_001867.png,5,1,1
535,toy_dog_s_001358.png,5,1,3
536,police_cruiser_s_000500.png,1,1,3
537,broodmare_s_001589.png,7,1,0
538,passerine_s_000381.png,2,1,2
539,accentor_s_000424.png,2,1,0
540,finch_s_000617.png,2,1,4
541,trucking_rig_s_001111.png,9,1,2
542,canis_familiaris_s_001059.png,5,1,7
543,cervus_elaphus_s_000813.png,4,1,6
544,cassowary_s_000339.png,2,1,1
545,buckskin_s_000325.png,7,1,8
546,lightship_s_001019.png,8,1,8
547,shooting_brake_s_001330.png,1,1,6
548,tomcat_s_002649.png,3,1,4
549,barren_ground_caribou_s_000174.png,4,1,1
550,cat_s_000572.png,3,1,5
551,walking_horse_s_002079.png,7,1,6
552,rana_temporaria_s_001139.png,6,1,3
553,tipper_s_000007.png,9,1,0
554,freighter_s_000661.png,8,1,0
555,stealth_fighter_s_000020.png,0,1,7
556,goliath_frog_s_000205.png,6,1,4
557,stealth_bomber_s_000703.png,0,1,6
558,prunella_modularis_s_000795.png,2,1,1
559,struthio_camelus_s_000331.png,2,1,6
560,dunnock_s_000956.png,2,1,4
561,auto_s_001284.png,1,1,9
562,scow_s_000831.png,8,1,1
563,fallow_deer_s_001256.png,4,1,9
564,stealth_fighter_s_001297.png,0,1,4
565,estate_car_s_000845.png,1,1,4
566,ship_s_001691.png,8,1,1
567,abandoned_ship_s_000977.png,8,1,6
568,wagon_s_001298.png,1,1,6
569,feist_s_000354.png,5,1,1
570,lipizzan_s_001600.png,7,1,4
571,leopard_frog_s_001700.png,6,1,7
572,cervus_elaphus_s_000066.png,4,1,6
573,toy_s_000517.png,5,1,6
574,cargo_ship_s_000556.png,8,1,6
575,stallion_s_001717.png,7,1,9
576,coupe_s_001004.png,1,1,3
577,camion_s_001068.png,9,1,2
578,coupe_s_000001.png,1,1,3
579,garbage_truck_s_001253.png,9,1,0
580,sea_boat_s_001960.png,8,1,3
581,capreolus_capreolus_s_001169.png,4,1,6
582,lippizan_s_000681.png,7,1,8
583,tabby_s_000512.png,3,1,1
584,pontoon_s_000271.png,8,1,1
585,sea_boat_s_001502.png,8,1,2
586,lark_s_000700.png,2,1,7
587,leopard_frog_s_001074.png,6,1,3
588,rana_palustris_s_000022.png,6,1,3
589,lippizaner_s_001181.png,7,1,1
590,wagon_s_000155.png,1,1,7
591,american_toad_s_001410.png,6,1,9
592,cargo_vessel_s_000659.png,8,1,1
593,station_wagon_s_001705.png,1,1,2
594,transporter_s_000076.png,9,1,0
595,broodmare_s_001098.png,7,1,6
596,passenger_ship_s_000050.png,8,1,6
597,tabby_cat_s_000484.png,3,1,4
598,fighter_s_000276.png,0,1,4
599,car_s_000506.png,1,1,4
600,stealth_fighter_s_000139.png,0,1,1
601,pleasure_craft_s_000076.png,8,1,4
602,cruiser_s_000744.png,8,1,0
603,tabby_cat_s_002478.png,3,1,5
604,attack_aircraft_s_000423.png,0,1,3
605,stealth_fighter_s_000460.png,0,1,3
606,police_cruiser_s_000787.png,1,1,7
607,mongrel_s_000381.png,5,1,5
608,attack_aircraft_s_001166.png,0,1,0
609,supertanker_s_000557.png,8,1,2
610,tugboat_s_000807.png,8,1,4
611,stud_mare_s_000413.png,7,1,8
612,lorry_s_001039.png,9,1,8
613,trailer_truck_s_001496.png,9,1,3
614,airliner_s_001477.png,0,1,0
615,camion_s_001521.png,9,1,1
616,alces_alces_s_000404.png,4,1,8
617,automobile_s_000315.png,1,1,1
618,tabby_cat_s_001542.png,3,1,4
619,pickerel_frog_s_000003.png,6,1,5
620,spring_frog_s_000318.png,6,1,8
621,roebuck_s_000153.png,4,1,5
622,reindeer_s_000121.png,4,1,7
623,male_horse_s_000008.png,7,1,3
624,dog_s_000052.png,5,1,9
625,bufo_bufo_s_001959.png,6,1,9
626,stealth_bomber_s_000492.png,0,1,6
627,pilot_boat_s_001819.png,8,1,0
628,attack_aircraft_s_001187.png,0,1,6
629,house_cat_s_000812.png,3,1,5
630,cassowary_s_000138.png,2,1,6
631,boat_s_000490.png,8,1,4
632,wapiti_s_000884.png,4,1,8
633,bufo_bufo_s_001492.png,6,1,4
634,delivery_truck_s_000157.png,9,1,9
635,truck_s_000060.png,9,1,5
636,stud_mare_s_000506.png,7,1,8
637,fighter_aircraft_s_000655.png,0,1,9
638,true_cat_s_000127.png,3,1,7
639,tabby_s_000228.png,3,1,6
640,american_green_toad_s_000007.png,6,1,2
641,quarter_horse_s_001833.png,7,1,8
642,odocoileus_hemionus_s_001090.png,4,1,3
643,tipper_lorry_s_000527.png,9,1,8
644,compact_car_s_001200.png,1,1,6
645,pickerel_frog_s_000242.png,6,1,7
646,finch_s_000308.png,2,1,7
647,arabian_s_002456.png,7,1,2
648,dunnock_s_001476.png,2,1,5
649,emu_s_002196.png,2,1,7
650,plane_s_000065.png,0,1,1
651,european_toad_s_000360.png,6,1,7
652,arabian_s_002383.png,7,1,7
653,dog_s_002098.png,5,1,9
654,quarter_horse_s_001757.png,7,1,8
655,rana_temporaria_s_001922.png,6,1,8
656,cargo_ship_s_001318.png,8,1,0
657,tip_truck_s_001017.png,9,1,5
658,biplane_s_001055.png,0,1,8
659,camion_s_001255.png,9,1,1
660,red_deer_s_000756.png,4,1,0
661,capreolus_capreolus_s_000822.png,4,1,0
662,lippizaner_s_000840.png,7,1,7
663,propeller_plane_s_001438.png,0,1,3
664,dumper_s_000646.png,9,1,6
665,capreolus_capreolus_s_000284.png,4,1,9
666,truck_s_000526.png,9,1,8
667,bufo_s_001473.png,6,1,6
668,fire_engine_s_001449.png,9,1,9
669,elk_s_001164.png,4,1,4
670,canis_familiaris_s_001319.png,5,1,7
671,tennessee_walking_horse_s_000005.png,7,1,5
672,truck_s_000838.png,9,1,9
673,rhea_s_001649.png,2,1,4
674,mule_deer_s_002514.png,4,1,1
675,canis_familiaris_s_000143.png,5,1,1
