,image_name,target
117,leopard_frog_s_000339.png,6
118,trucking_rig_s_001315.png,9
119,shooting_brake_s_000886.png,1
120,pipit_s_000549.png,2
121,ostrich_s_002148.png,2
122,trucking_rig_s_001600.png,9
123,alauda_arvensis_s_000755.png,2
124,rana_temporaria_s_001087.png,6
125,bufo_s_000136.png,6
126,estate_car_s_000529.png,1
127,aerial_ladder_truck_s_000997.png,9
128,toy_spaniel_s_000384.png,5
129,amphibious_aircraft_s_001195.png,0
130,fallow_deer_s_001598.png,4
131,quarter_horse_s_000414.png,7
132,anuran_s_000712.png,6
133,arabian_s_001366.png,7
134,auto_s_000040.png,1
135,cargo_ship_s_001063.png,8
136,motorcar_s_000121.png,1
137,motorcar_s_000305.png,1
138,anthus_pratensis_s_001071.png,2
139,cruiser_s_000294.png,8
140,wagon_s_000763.png,1
141,alley_cat_s_002579.png,3
142,tabby_cat_s_000825.png,3
143,spadefoot_s_000051.png,6
144,wagtail_s_002075.png,2
145,fallow_deer_s_001697.png,4
146,garbage_truck_s_000777.png,9
147,moving_van_s_000067.png,9
148,mongrel_s_000696.png,5
149,red_deer_s_000741.png,4
150,true_cat_s_001768.png,3
151,spadefoot_s_000377.png,6
152,lipizzan_s_001233.png,7
153,japanese_deer_s_000163.png,4
154,toad_s_002436.png,6
155,police_boat_s_001421.png,8
156,puppy_s_002062.png,5
157,lapdog_s_001869.png,5
158,elk_s_001196.png,4
159,domestic_cat_s_001235.png,3
160,car_s_000057.png,1
161,lightship_s_000064.png,8
162,fallow_deer_s_001997.png,4
163,quarter_horse_s_000022.png,7
164,bufo_calamita_s_000566.png,6
165,biplane_s_000624.png,0
166,fire_truck_s_001616.png,9
167,japanese_spaniel_s_000037.png,5
168,ambulance_s_001394.png,1
169,domestic_cat_s_001056.png,3
170,tugboat_s_001384.png,8
171,emu_s_000072.png,2
172,gelding_s_000206.png,7
173,puppy_s_000637.png,5
174,tabby_cat_s_002607.png,3
175,elk_s_001198.png,4
176,estate_car_s_001496.png,1
177,peke_s_001338.png,5
178,arabian_s_001018.png,7
179,fighter_aircraft_s_000538.png,0
180,fallow_deer_s_001164.png,4
181,lippizan_s_000390.png,7
182,toy_dog_s_000932.png,5
183,maltese_s_002151.png,5
184,car_s_000002.png,1
185,jumbo_jet_s_000697.png,0
186,dump_truck_s_000008.png,9
187,spadefoot_s_000084.png,6
188,motortruck_s_000014.png,9
189,jetliner_s_001502.png,0
190,tanker_s_000157.png,8
191,riding_horse_s_001870.png,7
192,cabin_cruiser_s_000096.png,8
193,dredger_s_001623.png,8
194,pipit_s_001102.png,2
195,mongrel_s_002430.png,5
196,skylark_s_000150.png,2
197,cat_s_001604.png,3
198,puppy_s_000211.png,5
199,airbus_s_001124.png,0
200,leopard_frog_s_001021.png,6
201,wagon_s_001824.png,1
202,garbage_truck_s_000147.png,9
203,tabby_s_001354.png,3
204,rana_temporaria_s_000295.png,6
205,lorry_s_000364.png,9
206,estate_car_s_000075.png,1
207,tabby_s_000970.png,3
208,fire_engine_s_000985.png,9
209,toad_s_000022.png,6
210,texas_toad_s_000215.png,6
211,broodmare_s_000707.png,7
212,car_s_000286.png,1
213,twinjet_s_000565.png,0
214,truck_s_001385.png,9
215,toy_dog_s_000752.png,5
216,police_boat_s_000092.png,8
217,toy_dog_s_001197.png,5
218,cassowary_s_002446.png,2
219,articulated_lorry_s_000050.png,9
220,monoplane_s_000781.png,0
221,lightship_s_000343.png,8
222,powerboat_s_001486.png,8
223,jumbo_jet_s_000071.png,0
224,bufo_debilis_s_000024.png,6
225,transporter_s_000272.png,9
226,estate_car_s_000743.png,1
227,motorcar_s_000697.png,1
228,rana_catesbeiana_s_001655.png,6
229,tabby_s_000675.png,3
230,remount_s_000285.png,7
231,rana_catesbeiana_s_001521.png,6
232,true_frog_s_000223.png,6
233,airliner_s_002304.png,0
234,natterjack_s_000987.png,6
235,leptodactylid_s_000082.png,6
236,coupe_s_001892.png,1
237,quarter_horse_s_000419.png,7
238,car_s_001323.png,1
239,maltese_dog_s_001043.png,5
240,boat_s_000543.png,8
241,tabby_cat_s_001537.png,3
242,rana_catesbeiana_s_001096.png,6
243,bufo_bufo_s_000326.png,6
244,pilot_boat_s_000646.png,8
245,toad_frog_s_001672.png,6
246,boat_s_000988.png,8
247,deer_s_001383.png,4
248,bufo_bufo_s_000261.png,6
249,leopard_frog_s_000763.png,6
250,coupe_s_002178.png,1
251,cat_s_000663.png,3
252,ship_s_000175.png,8
253,house_cat_s_001471.png,3
254,stag_s_001458.png,4
255,station_wagon_s_001337.png,1
256,quarter_horse_s_002201.png,7
257,coupe_s_000698.png,1
258,tomcat_s_002553.png,3
259,scow_s_001266.png,8
260,chihuahua_s_000385.png,5
261,convertible_s_001500.png,1
262,convertible_s_000408.png,1
263,odocoileus_hemionus_s_000512.png,4
264,jumbo_jet_s_000971.png,0
265,truck_s_000650.png,9
266,domestic_cat_s_001288.png,3
267,walking_horse_s_000194.png,7
268,elk_s_001657.png,4
269,tipper_truck_s_000287.png,9
270,dumper_s_000648.png,9
271,struthio_camelus_s_000225.png,2
272,woodland_caribou_s_000803.png,4
273,ladder_truck_s_000795.png,9
274,pantechnicon_s_000230.png,9
275,shooting_brake_s_000229.png,1
276,jetliner_s_001349.png,0
277,toy_dog_s_001280.png,5
278,dump_truck_s_002104.png,9
279,twinjet_s_001360.png,0
280,tugboat_s_000715.png,8
281,passerine_s_000360.png,2
282,automobile_s_002337.png,1
283,honey_eater_s_001422.png,2
284,attack_aircraft_s_001304.png,0
285,toy_dog_s_000114.png,5
286,anuran_s_000550.png,6
287,mouser_s_000382.png,3
288,sparrow_s_000037.png,2
289,stud_mare_s_001038.png,7
290,speedboat_s_002588.png,8
291,passenger_ship_s_002153.png,8
292,bufo_bufo_s_001876.png,6
293,biplane_s_000651.png,0
294,gelding_s_001785.png,7
295,trucking_rig_s_001598.png,9
296,deer_s_000309.png,4
297,pekingese_s_001946.png,5
298,frog_s_002802.png,6
299,cervus_unicolor_s_000290.png,4
300,honey_eater_s_000478.png,2
301,automobile_s_001152.png,1
302,coupe_s_000846.png,1
303,flying_bird_s_000252.png,2
304,automobile_s_002343.png,1
305,japanese_spaniel_s_001162.png,5
306,fire_truck_s_000043.png,9
307,semi_s_001207.png,9
308,fighter_aircraft_s_001840.png,0
309,ship_s_001976.png,8
310,caribou_s_001222.png,4
311,police_cruiser_s_001347.png,1
312,coupe_s_000042.png,1
313,bufo_bufo_s_000995.png,6
314,tabby_s_001148.png,3
315,true_cat_s_000476.png,3
316,garbage_truck_s_001442.png,9
317,fighter_aircraft_s_000385.png,0
318,quarter_horse_s_001602.png,7
319,camion_s_000116.png,9
320,tennessee_walker_s_000539.png,7
321,lipizzan_s_000452.png,7
322,trucking_rig_s_001594.png,9
323,shooting_brake_s_001611.png,1
324,puppy_s_002096.png,5
325,auto_s_000855.png,1
326,bufo_marinus_s_001364.png,6
327,natterjack_s_000036.png,6
328,pontoon_s_000643.png,8
329,stallion_s_001256.png,7
330,coupe_s_001863.png,1
331,house_cat_s_000079.png,3
332,jetliner_s_000981.png,0
333,felis_catus_s_000853.png,3
334,tabby_cat_s_000827.png,3
335,struthio_camelus_s_001250.png,2
336,fawn_s_001915.png,4
337,canis_familiaris_s_001298.png,5
338,lipizzan_s_002122.png,7
339,toy_spaniel_s_001133.png,5
340,dump_truck_s_000029.png,9
341,fighter_s_001042.png,0
342,domestic_cat_s_000493.png,3
343,cervus_elaphus_s_001764.png,4
344,airbus_s_000627.png,0
345,fawn_s_001452.png,4
346,fallow_deer_s_000959.png,4
347,spadefoot_s_000777.png,6
348,seaplane_s_001639.png,0
349,plane_s_001066.png,0
350,bufo_viridis_s_000348.png,6
351,crapaud_s_000051.png,6
352,seaplane_s_001447.png,0
353,boat_s_000404.png,8
354,convertible_s_001242.png,1
355,toad_s_000201.png,6
356,finch_s_000494.png,2
357,fire_engine_s_001437.png,9
358,pipit_s_000226.png,2
359,toy_dog_s_000960.png,5
360,delivery_truck_s_001121.png,9
361,bufo_marinus_s_001506.png,6
362,studhorse_s_000010.png,7
363,woodland_caribou_s_001003.png,4
364,station_wagon_s_000260.png,1
365,pilot_boat_s_000356.png,8
366,stud_mare_s_001497.png,7
367,tabby_cat_s_001966.png,3
368,american_toad_s_000006.png,6
369,tipper_s_000010.png,9
370,tomcat_s_002230.png,3
371,dive_bomber_s_001120.png,0
372,wapiti_s_000802.png,4
373,biplane_s_000862.png,0
374,blenheim_spaniel_s_000589.png,5
375,shooting_brake_s_001161.png,1
376,jetliner_s_000400.png,0
377,tabby_s_000923.png,3
378,alces_alces_s_000361.png,4
379,police_boat_s_000002.png,8
380,mutt_s_001696.png,5
381,cervus_elaphus_s_001695.png,4
382,quarter_horse_s_000752.png,7
383,accentor_s_000449.png,2
384,tabby_cat_s_000144.png,3
385,fire_engine_s_001513.png,9
386,tennessee_walking_horse_s_001187.png,7
387,bufo_s_001247.png,6
388,arabian_s_002147.png,7
389,compact_s_001258.png,1
390,elk_s_002339.png,4
391,stud_mare_s_001384.png,7
392,fighter_aircraft_s_000745.png,0
393,police_cruiser_s_001047.png,1
394,lipizzan_s_001764.png,7
395,cat_s_000331.png,3
396,taxi_s_000701.png,1
397,boat_s_000432.png,8
398,japanese_deer_s_000942.png,4
399,sambar_s_000076.png,4
400,ostrich_s_001559.png,2
401,dive_bomber_s_000185.png,0
402,lark_s_001532.png,2
403,flightless_bird_s_000480.png,2
404,stealth_fighter_s_001312.png,0
405,jumbojet_s_000789.png,0
406,delivery_truck_s_000510.png,9
407,biplane_s_001901.png,0
408,lorry_s_001185.png,9
409,crapaud_s_000511.png,6
410,boat_s_001280.png,8
411,bird_s_001357.png,2
412,stud_mare_s_001477.png,7
413,arabian_s_000751.png,7
414,rangifer_caribou_s_000586.png,4
415,monoplane_s_000036.png,0
416,house_cat_s_001321.png,3
417,stealth_fighter_s_000240.png,0
418,oil_tanker_s_000129.png,8
419,tipper_truck_s_000416.png,9
420,roe_deer_s_000358.png,4
421,rhea_americana_s_000475.png,2
422,lippizaner_s_000517.png,7
423,cassowary_s_000297.png,2
424,pekingese_s_001675.png,5
425,accentor_s_001058.png,2
426,lapdog_s_000227.png,5
427,auto_s_001153.png,1
428,fire_engine_s_000443.png,9
429,muntjac_s_000815.png,4
430,lightship_s_000090.png,8
431,dog_s_002441.png,5
432,auto_s_001951.png,1
433,arabian_s_000328.png,7
434,odocoileus_hemionus_s_000188.png,4
435,barking_deer_s_000019.png,4
436,dive_bomber_s_001486.png,0
437,bufo_viridis_s_000503.png,6
438,wrecker_s_002294.png,9
439,monoplane_s_000206.png,0
440,arabian_s_002282.png,7
441,speedboat_s_002160.png,8
442,cargo_vessel_s_002136.png,8
443,garbage_truck_s_000726.png,9
444,delivery_truck_s_001468.png,9
445,house_cat_s_002240.png,3
446,house_cat_s_000045.png,3
447,caribou_s_002007.png,4
448,propeller_plane_s_000451.png,0
449,fallow_deer_s_001082.png,4
450,dog_s_001897.png,5
451,bufo_bufo_s_001631.png,6
452,spadefoot_s_000191.png,6
453,multiengine_airplane_s_000186.png,0
454,auto_s_002359.png,1
455,stealth_bomber_s_001607.png,0
456,passenger_ship_s_000582.png,8
457,airliner_s_001297.png,0
458,fallow_deer_s_000973.png,4
459,speedboat_s_000178.png,8
460,boat_s_001444.png,8
461,estate_car_s_000712.png,1
462,english_toy_spaniel_s_000888.png,5
463,passerine_s_000699.png,2
464,rana_pipiens_s_000286.png,6
465,tanker_s_000025.png,8
466,car_s_001956.png,1
467,stealth_bomber_s_000424.png,0
468,airliner_s_001070.png,0
469,stud_mare_s_001348.png,7
470,quarter_horse_s_000282.png,7
471,maltese_s_001818.png,5
472,lorry_s_001786.png,9
473,true_frog_s_000064.png,6
474,cassowary_s_001372.png,2
475,houseboat_s_000626.png,8
476,domestic_cat_s_000035.png,3
477,deer_s_001596.png,4
478,cow_pony_s_000803.png,7
479,tabby_cat_s_001466.png,3
480,tipper_truck_s_001525.png,9
481,stealth_fighter_s_000533.png,0
482,station_wagon_s_000750.png,1
483,wagtail_s_001549.png,2
484,rangifer_caribou_s_000985.png,4
485,cargo_ship_s_000408.png,8
486,cab_s_000788.png,1
487,flatboat_s_000044.png,8
488,bufo_viridis_s_000457.png,6
489,fallow_deer_s_000040.png,4
490,barren_ground_caribou_s_000077.png,4
491,pekinese_s_000453.png,5
492,female_horse_s_000358.png,7
493,compact_car_s_000869.png,1
494,tabby_cat_s_002454.png,3
495,delivery_truck_s_000864.png,9
496,cargo_ship_s_000802.png,8
497,attack_aircraft_s_000037.png,0
498,convertible_s_000037.png,1
499,broodmare_s_001448.png,7
500,toy_spaniel_s_001286.png,5
501,packet_boat_s_001206.png,8
502,ostrich_s_001564.png,2
503,hospital_ship_s_001658.png,8
504,stealth_bomber_s_001035.png,0
505,stag_s_002583.png,4
506,police_cruiser_s_000629.png,1
507,merchant_ship_s_001242.png,8
508,dump_truck_s_001584.png,9
509,cargo_ship_s_001830.png,8
510,nandu_s_000721.png,2
511,garbage_truck_s_001119.png,9
512,lorry_s_002317.png,9
513,wagtail_s_001445.png,2
514,lipizzan_s_002049.png,7
515,maltese_s_000948.png,5
516,quarter_horse_s_000798.png,7
517,house_cat_s_001472.png,3
518,tank_ship_s_001155.png,8
519,hospital_ship_s_001838.png,8
520,mule_deer_s_000581.png,4
521,deer_s_001329.png,4
522,rhea_americana_s_000268.png,2
523,lippizan_s_000440.png,7
524,convertible_s_002117.png,1
525,bufo_marinus_s_001567.png,6
526,roe_deer_s_000690.png,4
527,twinjet_s_000481.png,0
528,american_elk_s_001743.png,4
529,bufo_viridis_s_000254.png,6
530,dumper_s_000179.png,9
531,lippizan_s_000323.png,7
532,leopard_frog_s_000058.png,6
533,prunella_modularis_s_000578.png,2
534,maltese_s_001867.png,5
535,toy_dog_s_001358.png,5
536,police_cruiser_s_000500.png,1
537,broodmare_s_001589.png,7
538,passerine_s_000381.png,2
539,accentor_s_000424.png,2
540,finch_s_000617.png,2
541,trucking_rig_s_001111.png,9
542,canis_familiaris_s_001059.png,5
543,cervus_elaphus_s_000813.png,4
544,cassowary_s_000339.png,2
545,buckskin_s_000325.png,7
546,lightship_s_001019.png,8
547,shooting_brake_s_001330.png,1
548,tomcat_s_002649.png,3
549,barren_ground_caribou_s_000174.png,4
550,cat_s_000572.png,3
551,walking_horse_s_002079.png,7
552,rana_temporaria_s_001139.png,6
553,tipper_s_000007.png,9
554,freighter_s_000661.png,8
555,stealth_fighter_s_000020.png,0
556,goliath_frog_s_000205.png,6
557,stealth_bomber_s_000703.png,0
558,prunella_modularis_s_000795.png,2
559,struthio_camelus_s_000331.png,2
560,dunnock_s_000956.png,2
561,auto_s_001284.png,1
562,scow_s_000831.png,8
563,fallow_deer_s_001256.png,4
564,stealth_fighter_s_001297.png,0
565,estate_car_s_000845.png,1
566,ship_s_001691.png,8
567,abandoned_ship_s_000977.png,8
568,wagon_s_001298.png,1
569,feist_s_000354.png,5
570,lipizzan_s_001600.png,7
571,leopard_frog_s_001700.png,6
572,cervus_elaphus_s_000066.png,4
573,toy_s_000517.png,5
574,cargo_ship_s_000556.png,8
575,stallion_s_001717.png,7
576,coupe_s_001004.png,1
577,camion_s_001068.png,9
578,coupe_s_000001.png,1
579,garbage_truck_s_001253.png,9
580,sea_boat_s_001960.png,8
581,capreolus_capreolus_s_001169.png,4
582,lippizan_s_000681.png,7
583,tabby_s_000512.png,3
584,pontoon_s_000271.png,8
585,sea_boat_s_001502.png,8
586,lark_s_000700.png,2
587,leopard_frog_s_001074.png,6
588,rana_palustris_s_000022.png,6
589,lippizaner_s_001181.png,7
590,wagon_s_000155.png,1
591,american_toad_s_001410.png,6
592,cargo_vessel_s_000659.png,8
593,station_wagon_s_001705.png,1
594,transporter_s_000076.png,9
595,broodmare_s_001098.png,7
596,passenger_ship_s_000050.png,8
597,tabby_cat_s_000484.png,3
598,fighter_s_000276.png,0
599,car_s_000506.png,1
600,stealth_fighter_s_000139.png,0
601,pleasure_craft_s_000076.png,8
602,cruiser_s_000744.png,8
603,tabby_cat_s_002478.png,3
604,attack_aircraft_s_000423.png,0
605,stealth_fighter_s_000460.png,0
606,police_cruiser_s_000787.png,1
607,mongrel_s_000381.png,5
608,attack_aircraft_s_001166.png,0
609,supertanker_s_000557.png,8
610,tugboat_s_000807.png,8
611,stud_mare_s_000413.png,7
612,lorry_s_001039.png,9
613,trailer_truck_s_001496.png,9
614,airliner_s_001477.png,0
615,camion_s_001521.png,9
616,alces_alces_s_000404.png,4
617,automobile_s_000315.png,1
618,tabby_cat_s_001542.png,3
619,pickerel_frog_s_000003.png,6
620,spring_frog_s_000318.png,6
621,roebuck_s_000153.png,4
622,reindeer_s_000121.png,4
623,male_horse_s_000008.png,7
624,dog_s_000052.png,5
625,bufo_bufo_s_001959.png,6
626,stealth_bomber_s_000492.png,0
627,pilot_boat_s_001819.png,8
628,attack_aircraft_s_001187.png,0
629,house_cat_s_000812.png,3
630,cassowary_s_000138.png,2
631,boat_s_000490.png,8
632,wapiti_s_000884.png,4
633,bufo_bufo_s_001492.png,6
634,delivery_truck_s_000157.png,9
635,truck_s_000060.png,9
636,stud_mare_s_000506.png,7
637,fighter_aircraft_s_000655.png,0
638,true_cat_s_000127.png,3
639,tabby_s_000228.png,3
640,american_green_toad_s_000007.png,6
641,quarter_horse_s_001833.png,7
642,odocoileus_hemionus_s_001090.png,4
643,tipper_lorry_s_000527.png,9
644,compact_car_s_001200.png,1
645,pickerel_frog_s_000242.png,6
646,finch_s_000308.png,2
647,arabian_s_002456.png,7
648,dunnock_s_001476.png,2
649,emu_s_002196.png,2
650,plane_s_000065.png,0
651,european_toad_s_000360.png,6
652,arabian_s_002383.png,7
653,dog_s_002098.png,5
654,quarter_horse_s_001757.png,7
655,rana_temporaria_s_001922.png,6
656,cargo_ship_s_001318.png,8
657,tip_truck_s_001017.png,9
658,biplane_s_001055.png,0
659,camion_s_001255.png,9
660,red_deer_s_000756.png,4
661,capreolus_capreolus_s_000822.png,4
662,lippizaner_s_000840.png,7
663,propeller_plane_s_001438.png,0
664,dumper_s_000646.png,9
665,capreolus_capreolus_s_000284.png,4
666,truck_s_000526.png,9
667,bufo_s_001473.png,6
668,fire_engine_s_001449.png,9
669,elk_s_001164.png,4
670,canis_familiaris_s_001319.png,5
671,tennessee_walking_horse_s_000005.png,7
672,truck_s_000838.png,9
673,rhea_s_001649.png,2
674,mule_deer_s_002514.png,4
675,canis_familiaris_s_000143.png,5
676,police_cruiser_s_001073.png,1
677,cervus_sika_s_000273.png,4
678,cat_s_001584.png,3
679,tipper_lorry_s_000313.png,9
680,bufo_americanus_s_001202.png,6
681,english_toy_spaniel_s_000735.png,5
682,bufo_calamita_s_000043.png,6
683,tipper_s_000180.png,9
684,tabby_cat_s_000881.png,3
685,tabby_cat_s_001644.png,3
686,blenheim_spaniel_s_000330.png,5
687,attack_aircraft_s_001138.png,0
688,arabian_s_002270.png,7
689,cassowary_s_000845.png,2
690,wagon_s_000692.png,1
691,tabby_cat_s_000319.png,3
692,american_toad_s_000077.png,6
693,moose_s_001500.png,4
694,airliner_s_001406.png,0
695,fighter_aircraft_s_000966.png,0
696,dunnock_s_000055.png,2
697,pekingese_s_002399.png,5
698,twinjet_s_000739.png,0
699,automobile_s_002249.png,1
700,airliner_s_000669.png,0
701,wagtail_s_001656.png,2
702,tabby_s_001949.png,3
703,dump_truck_s_001009.png,9
704,freighter_s_000436.png,8
705,fallow_deer_s_001171.png,4
706,trucking_rig_s_000684.png,9
707,ship_s_000249.png,8
708,monoplane_s_000416.png,0
709,songbird_s_002066.png,2
710,rana_catesbeiana_s_000602.png,6
711,red_deer_s_000536.png,4
712,elk_s_001583.png,4
713,stealth_fighter_s_001313.png,0
714,station_wagon_s_002498.png,1
715,pleasure_boat_s_001949.png,8
716,cargo_ship_s_000060.png,8
717,tabby_cat_s_001767.png,3
718,crapaud_s_000055.png,6
719,dump_truck_s_002008.png,9
720,bufo_viridis_s_000506.png,6
721,bullfrog_s_001295.png,6
722,riding_horse_s_001884.png,7
723,boat_s_002344.png,8
724,ostrich_s_000950.png,2
725,muntjac_s_000681.png,4
726,pekingese_s_000279.png,5
727,lipizzan_s_002052.png,7
728,rana_pipiens_s_000570.png,6
729,toy_s_002250.png,5
730,tabby_s_001940.png,3
731,dive_bomber_s_001294.png,0
732,mutt_s_000086.png,5
733,biplane_s_000701.png,0
734,toy_s_000964.png,5
735,jetliner_s_000807.png,0
736,barge_s_000426.png,8
737,cassowary_s_000255.png,2
738,rana_clamitans_s_000059.png,6
739,quarter_horse_s_000222.png,7
740,tomcat_s_000377.png,3
741,scow_s_000687.png,8
742,emu_s_001571.png,2
743,coupe_s_001625.png,1
744,roan_s_000199.png,7
745,bufo_bufo_s_000626.png,6
746,tennessee_walking_horse_s_001470.png,7
747,station_wagon_s_001497.png,1
748,jumbo_jet_s_001056.png,0
749,trailer_truck_s_000099.png,9
750,puppy_s_000502.png,5
751,pekingese_s_002101.png,5
752,propeller_plane_s_001193.png,0
753,car_s_001009.png,1
754,lipizzan_s_002011.png,7
755,green_frog_s_001375.png,6
756,tipper_lorry_s_000586.png,9
757,jetliner_s_000509.png,0
758,musk_deer_s_000211.png,4
759,appaloosa_s_002251.png,7
760,arabian_s_001642.png,7
761,compact_car_s_000435.png,1
762,chihuahua_s_000063.png,5
763,semi_s_000462.png,9
764,wapiti_s_000455.png,4
765,twinjet_s_001120.png,0
766,cargo_vessel_s_001235.png,8
767,peke_s_000274.png,5
768,dump_truck_s_001422.png,9
769,dump_truck_s_001863.png,9
770,tailed_frog_s_000638.png,6
771,gelding_s_000965.png,7
772,coupe_s_000056.png,1
773,pleasure_craft_s_000625.png,8
774,house_cat_s_001328.png,3
775,struthio_camelus_s_000081.png,2
776,domestic_cat_s_000051.png,3
777,passenger_ship_s_000948.png,8
778,sparrow_s_002697.png,2
779,prunella_modularis_s_000302.png,2
780,fallow_deer_s_000192.png,4
781,rana_palustris_s_000107.png,6
782,attack_aircraft_s_001075.png,0
783,twinjet_s_000046.png,0
784,chihuahua_s_001038.png,5
785,tabby_cat_s_001004.png,3
786,cargo_vessel_s_001812.png,8
787,dunnock_s_000037.png,2
788,tabby_s_001740.png,3
789,gelding_s_001638.png,7
790,anthus_pratensis_s_001166.png,2
791,camion_s_001988.png,9
792,alley_cat_s_001645.png,3
793,oil_tanker_s_001626.png,8
794,tennessee_walking_horse_s_000355.png,7
795,containership_s_000812.png,8
796,passerine_s_000801.png,2
797,lipizzan_s_000635.png,7
798,truck_s_000635.png,9
799,twinjet_s_000450.png,0
800,honey_eater_s_000702.png,2
801,tabby_s_000039.png,3
802,pipit_s_000827.png,2
803,elephant_bird_s_001004.png,2
804,night_bird_s_000241.png,2
805,alley_cat_s_001301.png,3
806,house_cat_s_000332.png,3
807,bufo_americanus_s_000492.png,6
808,wagtail_s_001443.png,2
809,tabby_cat_s_000587.png,3
810,gamecock_s_000098.png,2
811,cargo_ship_s_001867.png,8
812,seaplane_s_000416.png,0
813,english_toy_spaniel_s_001058.png,5
814,japanese_spaniel_s_001324.png,5
815,coupe_s_000179.png,1
816,american_elk_s_000201.png,4
817,chihuahua_s_000666.png,5
818,spadefoot_s_000219.png,6
819,bufo_s_001733.png,6
820,struthio_camelus_s_001368.png,2
821,arab_s_000456.png,7
822,monoplane_s_001154.png,0
823,coupe_s_001690.png,1
824,dawn_horse_s_000752.png,7
825,tennessee_walking_horse_s_000013.png,7
826,cabin_cruiser_s_001500.png,8
827,sparrow_s_001750.png,2
828,aerial_ladder_truck_s_001306.png,9
829,dromaius_novaehollandiae_s_000433.png,2
830,passerine_s_000376.png,2
831,caribou_s_001447.png,4
832,bird_s_000356.png,2
833,motorcar_s_001389.png,1
834,auto_s_000675.png,1
835,automobile_s_001833.png,1
836,rana_temporaria_s_000008.png,6
837,spring_frog_s_001263.png,6
